district,school,school_id,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,type_special,year,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,len_str,tchreturn3yr_avg_pct_curr_yr,tchadvdegree_pct_curr_yr,tchinexperienced_pct_curr_yr,tchsalary_avg_curr_yr,tech_pct_class_wireless_curr_yr,tech_oneto_one_curr_yr,retained_pct_curr_yr,chronic_absenteeism_rate,gpercent_overall,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,schoolid,gender_missing,pupils_in_poverty,all_other_races,percent_female,percent_male,percent_gender_missing,percent_black_aa,percent_white,percent_all_other_races,percent_in_poverty
"Lexington
County School
District One","Rocky Creek Elementary
School",3201066,"430 Calks Ferry Rd.,
Lexington SC 29072",Lexington,SC,29072,PK-5,854,803-821-4200,https://schools.lexington1.net/RCES,"Gregory W
Watchinski",55,NA,2019,E,64.2,10.5,66,11,68.7,NA,7.8,7,91.2,63.5,14.3,52570,100,0,0.3,6.9,NA,756,364,392,44,640,NA,0,264,72,48.148148148148145,51.85185185185185,0,5.82010582010582,84.65608465608466,9.523809523809524,34.92063492063492
"Lexington
County School
District One","Rocky Creek Elementary
School",3201066,"430 Calks Ferry Rd.,
Lexington SC 29072",Lexington,SC,29072,PK-5,854,803-821-4200,https://schools.lexington1.net/RCES,"Gregory W
Watchinski",55,NA,2021,E,54.7,14.6,57.2,17.4,52.1,NA,16.2,7,91.7,63.5701275045537,14.8,54903.8,100,100,0.2,3,NA,862,417,445,44,719,NA,0,304,99,48.37587006960557,51.62412993039444,0,5.104408352668213,83.4106728538283,11.48491879350348,35.266821345707655
"Lexington
County School
District One","Rocky Creek Elementary
School",3201066,"430 Calks Ferry Rd.,
Lexington SC 29072",Lexington,SC,29072,PK-5,854,803-821-4200,https://schools.lexington1.net/RCES,"Gregory W
Watchinski",55,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,93.4,64.8,14.8,56199,100,100,0.6,7.7,NA,868,410,458,56,716,NA,0,313,96,47.235023041474655,52.764976958525345,0,6.451612903225806,82.48847926267281,11.059907834101383,36.05990783410139
"Lexington
County School
District One","Meadow Glen Elementary
School",3201067,510 Ginny Lane,Lexington,SC,29072,K-5,839,803-821-0400,mges@lexington1.net,Jennifer McNair,63,NA,2017,E,58.8,16.2,62.3,15.7,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0.9,NA,NA,1058,532,526,102,749,NA,NA,NA,207,50.2835538752363,49.7164461247637,NA,9.640831758034027,70.79395085066163,19.565217391304348,NA
"Lexington
County School
District One","Meadow Glen Elementary
School",3201067,510 Ginny Lane,Lexington,SC,29072,K-5,839,803-821-0400,mges@lexington1.net,Jennifer McNair,63,NA,2018,E,66,12.1,72.3,8.7,66.7,NA,14,7,85.3,66.7,22.2,50348,100,0,0.1,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
County School
District One","Meadow Glen Elementary
School",3201067,510 Ginny Lane,Lexington,SC,29072,K-5,839,803-821-0400,mges@lexington1.net,Jennifer McNair,63,NA,2019,E,71.6,11.4,75.7,8.3,69.9,NA,13.1,7,84.6,66.7,14.7,51495,NA,NA,0.4,4.6,NA,901,450,451,72,624,NA,0,217,205,49.944506104328525,50.055493895671475,0,7.991120976692565,69.25638179800222,22.752497225305216,24.084350721420645
"Lexington
County School
District One","Meadow Glen Elementary
School",3201067,510 Ginny Lane,Lexington,SC,29072,K-5,839,803-821-0400,mges@lexington1.net,Jennifer McNair,63,NA,2021,E,67.5,10.8,69.4,12,61.5,NA,16.2,7,89.7,72.8,3.8,54498.9298245614,100,100,0.1,2.9,NA,837,414,423,69,544,NA,0,199,224,49.46236559139785,50.53763440860215,0,8.24372759856631,64.99402628434886,26.762246117084825,23.775388291517324
"Lexington
County School
District One","Meadow Glen Elementary
School",3201067,510 Ginny Lane,Lexington,SC,29072,K-5,839,803-821-0400,mges@lexington1.net,Jennifer McNair,63,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,85,73,3.2,54334,100,18,0.6,5.3,NA,907,449,458,71,617,NA,0,204,219,49.50385887541346,50.49614112458654,0,7.82800441014333,68.026460859977945,24.14553472987872,22.49173098125689
"Lexington
County School
District One","Meadow Glen Middle
School",3201068,440 Ginny Lane,Lexington,SC,29072,6-8,1017,8036004160,www.lexington1.net,Dr. Bill Coon,74,NA,2017,M,57.4,10.3,52.900000000000006,11.5,63,12.2,NA,7,NA,NA,NA,47354,NA,NA,0.3,NA,NA,1182,591,591,119,895,NA,NA,NA,168,50,50,NA,10.067681895093063,75.7191201353638,14.213197969543149,NA
"Lexington
County School
District One","Meadow Glen Middle
School",3201068,440 Ginny Lane,Lexington,SC,29072,6-8,1017,8036004160,www.lexington1.net,Dr. Bill Coon,74,NA,2018,M,56.4,11.4,55.4,13.5,66.8,NA,12.4,7,83.6,63.9,26.8,49398,100,100,0.1,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
County School
District One","Meadow Glen Middle
School",3201068,440 Ginny Lane,Lexington,SC,29072,6-8,1017,8036004160,www.lexington1.net,Dr. Bill Coon,74,NA,2019,M,61.5,12.7,58,14.2,63.2,NA,13.8,7,82.5,64.9,18.8,49589,100,100,0,7,NA,1042,539,503,111,745,NA,0,301,186,51.727447216890596,48.272552783109404,0,10.652591170825335,71.49712092130518,17.85028790786948,28.88675623800384
"Lexington
County School
District One","Meadow Glen Middle
School",3201068,440 Ginny Lane,Lexington,SC,29072,6-8,1017,8036004160,www.lexington1.net,Dr. Bill Coon,74,NA,2021,M,64.9,11,51,15.6,63.5,NA,19.6,7,89.6,61.0215053763441,19.2,52950.0142857143,100,100,0,3.4,NA,1005,497,508,96,714,NA,0,270,195,49.45273631840796,50.547263681592035,0,9.55223880597015,71.04477611940298,19.402985074626866,26.865671641791046
"Lexington
County School
District One","Meadow Glen Middle
School",3201068,440 Ginny Lane,Lexington,SC,29072,6-8,1017,8036004160,www.lexington1.net,Dr. Bill Coon,74,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,84.6,62.3,17.9,52030,100,100,0.1,5.9,NA,1065,539,526,114,754,NA,0,318,197,50.61032863849765,49.389671361502344,0,10.704225352112676,70.7981220657277,18.497652582159624,29.859154929577464
"Lexington
County School
District One",River Bluff High School,3201069,320 Corley Mill Road,Lexington,SC,29072,9-12,2171,803-821-0701,"https://schools.lexington1.net/RBHS
","Dr. Lucas C.
Clamp",130,NA,2017,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49183,NA,NA,2,NA,94.026548673,1888,959,929,167,1477,NA,NA,NA,244,50.79449152542372,49.20550847457627,NA,8.845338983050848,78.23093220338984,12.923728813559322,NA
"Lexington
County School
District One",River Bluff High School,3201069,320 Corley Mill Road,Lexington,SC,29072,9-12,2171,803-821-0701,"https://schools.lexington1.net/RBHS
","Dr. Lucas C.
Clamp",130,NA,2018,H,NA,NA,NA,NA,NA,NA,NA,NA,88.5,70.3,18.6,50238,100,100,1.8,15.2,92.468619247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
County School
District One",River Bluff High School,3201069,320 Corley Mill Road,Lexington,SC,29072,9-12,2171,803-821-0701,"https://schools.lexington1.net/RBHS
","Dr. Lucas C.
Clamp",130,NA,2019,H,NA,NA,NA,NA,NA,NA,NA,NA,87.4,71.5,14.3,52108,100,100,1.2,12.3,94.357976654,2007,1004,1003,165,1509,NA,0,477,333,50.02491280518186,49.97508719481814,0,8.221225710014949,75.18684603886398,16.591928251121075,23.766816143497756
"Lexington
County School
District One",River Bluff High School,3201069,320 Corley Mill Road,Lexington,SC,29072,9-12,2171,803-821-0701,"https://schools.lexington1.net/RBHS
","Dr. Lucas C.
Clamp",130,NA,2020,H,NA,NA,NA,NA,NA,NA,NA,NA,88.1,74.2,9.6,55022,100,100,1.8,14.8,94.491525424,2062,1036,1026,183,1533,NA,0,527,346,50.24248302618817,49.75751697381183,0,8.874878758486906,74.34529582929194,16.779825412221143,25.557710960232782
"Lexington
County School
District One",River Bluff High School,3201069,320 Corley Mill Road,Lexington,SC,29072,9-12,2171,803-821-0701,"https://schools.lexington1.net/RBHS
","Dr. Lucas C.
Clamp",130,NA,2021,H,NA,NA,NA,NA,NA,NA,NA,NA,91,78.3783783783784,11.5,56315.671,100,100,0.8,6,95.054945055,2152,1102,1050,204,1568,NA,0,559,380,51.20817843866171,48.79182156133829,0,9.479553903345725,72.86245353159852,17.657992565055764,25.975836431226767
"Lexington
County School
District One","Deerfield Elementary
School",3201070,638 Longs Pond Road,Lexington,SC,29073,PK-5,748,803-821-5500,https://schools.lexington1.net/DES,Janet Malone,56,NA,2017,E,52.5,14.5,55.1,17,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1.6,NA,NA,652,309,343,128,445,NA,NA,NA,79,47.392638036809814,52.60736196319018,NA,19.631901840490798,68.25153374233128,12.116564417177914,NA
"Lexington
County School
District One","Deerfield Elementary
School",3201070,638 Longs Pond Road,Lexington,SC,29073,PK-5,748,803-821-5500,https://schools.lexington1.net/DES,Janet Malone,56,NA,2018,E,61.6,14.6,52.4,16,47.6,NA,23.2,7,82.6,72.9,20.8,46788,100,100,0.8,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
County School
District One","Deerfield Elementary
School",3201070,638 Longs Pond Road,Lexington,SC,29073,PK-5,748,803-821-5500,https://schools.lexington1.net/DES,Janet Malone,56,NA,2019,E,61.3,8.6,60.6,13,59.6,NA,12.8,7,80.3,65.4,14.8,49866,100,100,1.6,6.5,NA,740,382,358,135,478,NA,0,357,127,51.621621621621614,48.37837837837838,0,18.243243243243242,64.5945945945946,17.16216216216216,48.24324324324324
"Lexington
County School
District One","Deerfield Elementary
School",3201070,638 Longs Pond Road,Lexington,SC,29073,PK-5,748,803-821-5500,https://schools.lexington1.net/DES,Janet Malone,56,NA,2021,E,52.5,20.3,42.3,26.9,40.4,NA,33.7,7,74.8,60.9236234458259,35,50798.3260869565,100,100,0.7,4.9,NA,749,381,368,136,467,NA,0,370,146,50.86782376502003,49.13217623497997,0,18.157543391188252,62.34979973297731,19.492656875834445,49.39919893190921
"Lexington
County School
District One","Deerfield Elementary
School",3201070,638 Longs Pond Road,Lexington,SC,29073,PK-5,748,803-821-5500,https://schools.lexington1.net/DES,Janet Malone,56,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,75.8,61.4,10.5,51984,100,100,1.8,9,NA,821,426,395,149,528,NA,0,403,144,51.88794153471377,48.11205846528623,0,18.148599269183922,64.31181485992693,17.53958587088916,49.086479902557855
"Lexington
County School
District One",Beechwood Middle School,3201071,"1340 Hwy. 378
",Lexington,SC,29072,6-8,998,803-821-5700,bms.lexington1.net,Gloria Jenkinson,63,NA,2021,M,58.1,11.1,47.6,18.7,53,NA,22.8,7,NA,71.4285714285714,18.5,54658.2833333333,100,100,0.3,3.6,NA,1007,506,501,88,796,NA,0,280,123,50.24826216484608,49.751737835153925,0,8.738828202581926,79.04667328699107,12.21449851042701,27.805362462760673
"Lexington
County School
District One",Beechwood Middle School,3201071,"1340 Hwy. 378
",Lexington,SC,29072,6-8,998,803-821-5700,bms.lexington1.net,Gloria Jenkinson,63,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.2,10,54490,100,100,0,NA,NA,912,438,474,70,734,NA,0,263,108,48.026315789473685,51.973684210526315,0,7.675438596491229,80.48245614035088,11.842105263157894,28.837719298245613
"Lexington
County School
District One","Centerville Elementary
School",3201072,"4147 Augusta
Highway",Gilbert,SC,29054,PK-5,712,803-821-5900,https://schools.lexington1.net/CES,P. Heath Branham,57,NA,2021,E,39,34.7,35,35.9,37.3,NA,37.3,7,NA,59.5070422535211,6.5,52518.8461538462,100,100,0,NA,NA,712,358,354,57,521,NA,0,388,134,50.28089887640449,49.71910112359551,0,8.00561797752809,73.17415730337079,18.820224719101123,54.49438202247191
"Lexington
School District
Two",Airport High School,3202009,1315 Boston Avenue,West Columbia,SC,29170,9-12,1337,803-822-5600,https://ahs.lex2.org/,Chris Earl,73,NA,2017,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50813,NA,NA,3.1,NA,87.804878049,1305,677,628,500,659,NA,NA,NA,146,51.877394636015325,48.122605363984675,NA,38.31417624521073,50.49808429118774,11.187739463601533,NA
"Lexington
School District
Two",Airport High School,3202009,1315 Boston Avenue,West Columbia,SC,29170,9-12,1337,803-822-5600,https://ahs.lex2.org/,Chris Earl,73,NA,2018,H,NA,NA,NA,NA,NA,NA,NA,NA,90.6,66.7,13.3,51617,100,100,2.3,85.9,77.506775068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
School District
Two",Airport High School,3202009,1315 Boston Avenue,West Columbia,SC,29170,9-12,1337,803-822-5600,https://ahs.lex2.org/,Chris Earl,73,NA,2019,H,NA,NA,NA,NA,NA,NA,NA,NA,85.5,66.2,5.9,51215,100,100,2.2,25.4,76.811594203,1274,682,592,442,606,NA,0,863,226,53.53218210361067,46.46781789638933,0,34.69387755102041,47.56671899529042,17.739403453689167,67.73940345368918
"Lexington
School District
Two",Airport High School,3202009,1315 Boston Avenue,West Columbia,SC,29170,9-12,1337,803-822-5600,https://ahs.lex2.org/,Chris Earl,73,NA,2020,H,NA,NA,NA,NA,NA,NA,NA,NA,86.2,68.5,6.5,54800,100,100,2.8,22.5,80.239520958,1295,658,637,441,607,NA,0,885,247,50.810810810810814,49.18918918918919,0,34.054054054054056,46.87258687258687,19.07335907335907,68.33976833976834
"Lexington
School District
Two",Airport High School,3202009,1315 Boston Avenue,West Columbia,SC,29170,9-12,1337,803-822-5600,https://ahs.lex2.org/,Chris Earl,73,NA,2021,H,NA,NA,NA,NA,NA,NA,NA,NA,84.6,71.2328767123288,7.9,53482.9455072464,100,100,4.2,12.4,78.048780488,1265,651,614,409,581,NA,0,861,275,51.462450592885375,48.537549407114625,0,32.33201581027668,45.92885375494071,21.73913043478261,68.06324110671936
"Lexington
School District
Two","Brookland-Cayce High
School",3202011,1300 State Street,Cayce,SC,29033,9-12,1075,803-791-5000,bchs.lex2.org,Gregory L. Morton,81,NA,2017,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50497,NA,NA,5.8,NA,86.919831224,983,455,528,364,439,NA,NA,NA,180,46.28687690742625,53.71312309257375,NA,37.029501525940994,44.659206510681585,18.311291963377414,NA
"Lexington
School District
Two","Brookland-Cayce High
School",3202011,1300 State Street,Cayce,SC,29033,9-12,1075,803-791-5000,bchs.lex2.org,Gregory L. Morton,81,NA,2018,H,NA,NA,NA,NA,NA,NA,NA,NA,84.7,66.7,12.5,49568,100,100,4,1.5,77.898550725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
School District
Two","Brookland-Cayce High
School",3202011,1300 State Street,Cayce,SC,29033,9-12,1075,803-791-5000,bchs.lex2.org,Gregory L. Morton,81,NA,2019,H,NA,NA,NA,NA,NA,NA,NA,NA,82,71.3,7.1,49596,100,100,4.2,39.9,75.518672199,927,444,483,285,388,NA,0,608,254,47.896440129449836,52.103559870550164,0,30.74433656957929,41.855447680690396,27.40021574973031,65.58791801510249
"Lexington
School District
Two","Brookland-Cayce High
School",3202011,1300 State Street,Cayce,SC,29033,9-12,1075,803-791-5000,bchs.lex2.org,Gregory L. Morton,81,NA,2020,H,NA,NA,NA,NA,NA,NA,NA,NA,83.8,75.9,8.7,54475,100,100,4.4,38.3,81.777777778,976,474,502,287,396,NA,0,660,293,48.5655737704918,51.434426229508205,0,29.40573770491803,40.57377049180328,30.020491803278688,67.62295081967213
"Lexington
School District
Two","Brookland-Cayce High
School",3202011,1300 State Street,Cayce,SC,29033,9-12,1075,803-791-5000,bchs.lex2.org,Gregory L. Morton,81,NA,2021,H,NA,NA,NA,NA,NA,NA,NA,NA,83.4,76.5432098765432,13.3,52575.9792207792,100,100,8.1,21.7,82.545454545,1021,491,530,317,379,NA,0,713,325,48.09010773751224,51.90989226248776,0,31.047992164544564,37.12047012732615,31.831537708129286,69.83349657198825
"Lexington
School District
Two",R.H. Fulmer Middle School,3202012,"1614 Walterboro
Street",West Columbia,SC,29170,6-8,666,8032406441,fms.lex2.org,Megan Carrero,46,NA,2017,M,40.599999999999994,26.2,37.1,29,58.8,18,NA,7,NA,NA,NA,48730,NA,NA,0.3,NA,NA,598,288,310,200,334,NA,NA,NA,64,48.16053511705686,51.83946488294314,NA,33.44481605351171,55.852842809364546,10.702341137123746,NA
"Lexington
School District
Two",R.H. Fulmer Middle School,3202012,"1614 Walterboro
Street",West Columbia,SC,29170,6-8,666,8032406441,fms.lex2.org,Megan Carrero,46,NA,2018,M,42.5,24.5,39.2,26.8,63.5,NA,17.7,7,87.9,64.4,36.7,48787,100,100,0.2,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
School District
Two",R.H. Fulmer Middle School,3202012,"1614 Walterboro
Street",West Columbia,SC,29170,6-8,666,8032406441,fms.lex2.org,Megan Carrero,46,NA,2019,M,45.2,26.7,38.7,28.4,58.6,NA,20.7,7,89.3,71.1,14.3,49620,100,100,0.1,8.4,NA,672,337,335,203,353,NA,0,489,116,50.148809523809526,49.851190476190474,0,30.208333333333332,52.529761904761905,17.261904761904763,72.76785714285714
"Lexington
School District
Two",R.H. Fulmer Middle School,3202012,"1614 Walterboro
Street",West Columbia,SC,29170,6-8,666,8032406441,fms.lex2.org,Megan Carrero,46,NA,2021,M,40.4,25.6,31.2,34.2,44.1,NA,34.4,7,82.9,58.695652173913,25,49002.8991304348,100,100,0,9.1,NA,657,331,326,186,320,NA,0,486,151,50.38051750380518,49.61948249619482,0,28.31050228310502,48.7062404870624,22.98325722983257,73.97260273972603
"Lexington
School District
Two",R.H. Fulmer Middle School,3202012,"1614 Walterboro
Street",West Columbia,SC,29170,6-8,666,8032406441,fms.lex2.org,Megan Carrero,46,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,83.3,59.2,20,50683,NA,NA,0.1,9.7,NA,698,359,339,196,352,NA,0,504,150,51.43266475644699,48.567335243553,0,28.08022922636103,50.429799426934096,21.48997134670487,72.20630372492836
"Lexington
School District
Two","Busbee Creative Arts
Academy",3202017,501 Bulldog Blvd.,Cayce,SC,29033,6-8,431,803-739-4070,BCAA.lex2.org,Stephanie Hucks,32,NA,2017,M,20.599999999999998,41.4,22.2,40.6,37.400000000000006,33.4,NA,7,NA,NA,NA,47777,NA,NA,0.5,NA,NA,390,170,220,217,111,NA,NA,NA,62,43.58974358974359,56.41025641025641,NA,55.64102564102564,28.46153846153846,15.897435897435896,NA
"Lexington
School District
Two","Busbee Creative Arts
Academy",3202017,501 Bulldog Blvd.,Cayce,SC,29033,6-8,431,803-739-4070,BCAA.lex2.org,Stephanie Hucks,32,NA,2018,M,31,35.8,28.7,34.9,50.9,NA,23.6,7,75.6,50,33.3,44952,100,100,0.3,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
School District
Two","Busbee Creative Arts
Academy",3202017,501 Bulldog Blvd.,Cayce,SC,29033,6-8,431,803-739-4070,BCAA.lex2.org,Stephanie Hucks,32,NA,2019,M,32.8,36.2,31.8,35.9,37,NA,34.7,7,74.8,57.1,26.7,47099,100,100,0.7,21.7,NA,422,182,240,197,123,NA,0,339,102,43.127962085308056,56.872037914691944,0,46.682464454976305,29.14691943127962,24.170616113744074,80.33175355450237
"Lexington
School District
Two","Busbee Creative Arts
Academy",3202017,501 Bulldog Blvd.,Cayce,SC,29033,6-8,431,803-739-4070,BCAA.lex2.org,Stephanie Hucks,32,NA,2021,M,28.2,40.7,24.9,46.1,26.1,NA,53.8,7,84.2,68.75,30.8,49904.7466666667,100,100,0.2,8.2,NA,435,205,230,174,125,NA,0,360,136,47.12643678160919,52.87356321839081,0,40,28.735632183908045,31.264367816091955,82.75862068965517
"Lexington
School District
Two","Busbee Creative Arts
Academy",3202017,501 Bulldog Blvd.,Cayce,SC,29033,6-8,431,803-739-4070,BCAA.lex2.org,Stephanie Hucks,32,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,77.4,62.1,7.7,49010,NA,NA,0.5,15.2,NA,425,191,234,182,118,NA,0,342,125,44.94117647058823,55.05882352941176,0,42.8235294117647,27.764705882352942,29.411764705882355,80.47058823529412
"Lexington
School District
Two","Congaree Elementary
School",3202019,1221 Ramblin Road,West Columbia,SC,29172,2-5,406,803-755-7430,https://congaree.lex2.org/,"Christopher
Dickey",31,NA,2017,E,21,47.2,24,34.1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0,NA,NA,461,238,223,130,272,NA,NA,NA,59,51.62689804772235,48.37310195227766,NA,28.199566160520607,59.00216919739696,12.79826464208243,NA
"Lexington
School District
Two","Congaree Elementary
School",3202019,1221 Ramblin Road,West Columbia,SC,29172,2-5,406,803-755-7430,https://congaree.lex2.org/,"Christopher
Dickey",31,NA,2018,E,23.3,39.3,24.3,39.7,40.2,NA,12.1,7,82.8,46.9,28.6,47881,100,100,0,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
School District
Two","Congaree Elementary
School",3202019,1221 Ramblin Road,West Columbia,SC,29172,2-5,406,803-755-7430,https://congaree.lex2.org/,"Christopher
Dickey",31,NA,2019,E,26.9,41.8,31.6,31.6,40.4,NA,32.7,7,79.5,54.8,25,48024,100,100,0.2,18.4,NA,452,216,236,116,218,NA,0,393,118,47.78761061946903,52.21238938053098,0,25.663716814159294,48.23008849557522,26.10619469026549,86.94690265486726
"Lexington
School District
Two","Congaree Elementary
School",3202019,1221 Ramblin Road,West Columbia,SC,29172,2-5,406,803-755-7430,https://congaree.lex2.org/,"Christopher
Dickey",31,NA,2021,E,24.5,44.2,28.1,36.7,34.2,NA,43.8,7,84.7,54.8387096774194,31.8,48098.9379310345,100,100,1,6.9,NA,406,186,220,122,175,NA,0,349,109,45.812807881773395,54.187192118226605,0,30.049261083743843,43.103448275862064,26.84729064039409,85.96059113300493
"Lexington
School District
Two","Congaree Elementary
School",3202019,1221 Ramblin Road,West Columbia,SC,29172,2-5,406,803-755-7430,https://congaree.lex2.org/,"Christopher
Dickey",31,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,81.1,58.1,23.8,50231,100,100,0.7,13.1,NA,447,208,239,127,212,NA,0,389,108,46.5324384787472,53.46756152125279,0,28.41163310961969,47.427293064876956,24.161073825503358,87.02460850111858
"Lexington
School District
Two",Northside Middle School,3202020,157 Cougar Drive,West Columbia,SC,29168,6-8,595,803-739-4190,nms.lex2.org,Matt Schilit,44,NA,2017,M,39.6,27.9,31.8,32,51.099999999999994,25.2,NA,7,NA,NA,NA,48479,NA,NA,0.5,NA,NA,563,290,273,164,266,NA,NA,NA,133,51.50976909413855,48.49023090586146,NA,29.129662522202487,47.246891651865006,23.623445825932503,NA
"Lexington
School District
Two",Northside Middle School,3202020,157 Cougar Drive,West Columbia,SC,29168,6-8,595,803-739-4190,nms.lex2.org,Matt Schilit,44,NA,2018,M,34.2,29.7,26.5,41.3,45.8,NA,27.8,7,84.2,71.8,18.2,50123,100,100,1,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
School District
Two",Northside Middle School,3202020,157 Cougar Drive,West Columbia,SC,29168,6-8,595,803-739-4190,nms.lex2.org,Matt Schilit,44,NA,2019,M,39.4,31.5,29.1,38.9,42.1,NA,32.5,7,75.4,67.5,23.8,50365,100,100,0.6,17.3,NA,629,304,325,162,243,NA,0,423,224,48.330683624801274,51.669316375198726,0,25.75516693163752,38.63275039745628,35.6120826709062,67.24960254372019
"Lexington
School District
Two",Northside Middle School,3202020,157 Cougar Drive,West Columbia,SC,29168,6-8,595,803-739-4190,nms.lex2.org,Matt Schilit,44,NA,2021,M,35.9,31.1,28.5,40.5,42.6,NA,41.5,7,78.3,61.3636363636364,36.4,51835.597948718,100,100,0.2,8.6,NA,610,272,338,132,226,NA,0,422,252,44.59016393442623,55.40983606557377,0,21.639344262295083,37.049180327868854,41.31147540983607,69.18032786885246
