district,district_alt,district_id,school,school_id,type,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,type_special
"School District
Five Of
Lexington &
Richland Count",Lexington 05,3205999,Chapin Middle School,3205058,M,"11661 Broad River
Road",Chapin,SC,29036,7-8,976,803-722-5500,https://www.lexrich5.org/cms,Anna M. Miller,68,NA
"Mccormick
County School
District",McCormick 01,3301999,Mccormick High School,3301001,H,"6981 SC Highway
28-S",McCormick,SC,29835,9-12,188,864-443-0040,https://mccormick.k12.sc.us,Gena K. Wideman,19,NA
"Mccormick
County School
District",McCormick 01,3301999,Mccormick Middle School,3301002,M,"6979 SC Highway
28-S",McCormick,SC,29835,6-8,187,864-443-2243,https://www.mccormick.k12.sc.us,Gena K. Wideman,11,NA
"Mccormick
County School
District",McCormick 01,3301999,"Mccormick Elementary
School",3301003,E,6977 Hwy 28 S.,McCormick,SC,29835,PK-5,282,864-443-2292,https://es.mccormick.k12.sc.us/,Nynita Paul,21,NA
"Marion County
School District",Marion 10,3410999,Marion High School,3410002,H,"1205 South Main
Street",Marion,SC,29571,9-12,644,843-423-2571,https://www.marion.k12.sc.us/Domain/10,Dr. Daris Gore,44,NA
"Marion County
School District",Marion 10,3410999,Marion Intermediate School,3410004,E,"2320 SC-41 ALT
",Marion,SC,29571,3-5,496,843-423-8345,https://www.marion.k12.sc.us/domain/1029,Mark Bunch,37,NA
"Marion County
School District",Marion 10,3410999,Johnakin Middle School,3410007,M,601 Gurley Street,Marion,SC,29571,6-8,516,843.423.8360,https://www.marion.k12.sc.us/Domain/16,Mark C. Fraiser I,33,NA
"Marion County
School District",Marion 10,3410999,Mullins High School,3410008,H,747 Millers Road,Mullins,SC,29574,9-12,553,843-464-3710,https://www.marion.k12.sc.us/Domain/11,Michael Stone,42,NA
"Marion County
School District",Marion 10,3410999,Palmetto Middle School,3410009,M,305 O'Neal Street,Mullins,SC,29574,6-8,366,843-464-3730,www.marion.k12.sc.us/Domain/14,"Dr. Regina J.
Gilchrist",17,NA
"Marion County
School District",Marion 10,3410999,"Mccormick Elementary
School",3410010,E,"1123 Sandy Bluff
Road",Mullins,SC,29574,3-5,315,843-464-3760,https://www.marion.k12.sc.us/Page/23,Thomas M. Drew,22,NA
"Marion County
School District",Marion 10,3410999,"Creek Bridge Stem
Academy",3410025,E,6641 Highway 41,Marion,SC,29571,PK-8,329,843-362-3500,https://www.marion.k12.sc.us/Domain/12,Stacy Wilbanks,26,NA
"Marlboro
County School
District",Marlboro 01,3501999,"Mccoll Elementary Middle
School",3501020,E,700 North Main Street,McColl,SC,29570,PK-8,635,843-523-5371,http://mem.marlboro.k12.sc.us/,Joy Rankin,41,NA
"Marlboro
County School
District",Marlboro 01,3501999,Clio Elementary School,3501023,E,2635 Highway 9 East,Clio,SC,29525,PK-5,249,(843) 586-9391,http://cem.marlboro.k12.sc.us/,Julia Cain,17,NA
"Marlboro
County School
District",Marlboro 01,3501999,"Wallace Elementary Middle
School",3501025,E,3643 SC-9 West,Wallace,SC,29596,PK-8,444,843-537-7493,wem.marlboro.k12.sc.us,Mahilda Douglas,25,NA
"Marlboro
County School
District",Marlboro 01,3501999,"Marlboro County High
School",3501026,H,"951 Fayetteville Ave
Ext.",Bennettsville,SC,29512,9-12,994,843-479-5900,https://mhs.marlboro.k12.sc.us/,"Dr. Jamane
Watson",55,NA
"Marlboro
County School
District",Marlboro 01,3501999,"Bleheim Middle School Of
Discovery",3501027,M,143 Highland Street,Blenheim,SC,29516,6-8,573,843-439-3262,bem.marlboro.k12.sc.us,"Dr. Dionne
Vance",30,NA
"Marlboro
County School
District",Marlboro 01,3501999,"Bennettsville Intermediate
School",3501029,E,"701 Cheraw Street
",Bennettsville,SC,29512,4-5,225,843-479-5941,http://bis.marlboro.k12.sc.us/,Crystal Halma,15,NA
"School District
Of Newberry
County",Newberry 01,3601999,Newberry High School,3601001,H,"3113 Main Street
",Newberry,SC,29108,9-12,686,(803)321-2621,www.newberryhs.org,Amanda Finley,51,NA
"School District
Of Newberry
County",Newberry 01,3601999,Mid-Carolina High School,3601002,H,377 Cy Schumpert Rd,Prosperity,SC,29127,9-12,754,803-364-2134,https://www.mid-carolinahighschool.org/,Ray Cooper,42,NA
"School District
Of Newberry
County",Newberry 01,3601999,"Whitmire Community
School",3601004,H,2597 SC Hwy 66,Whitmire,SC,29178,6-12,279,803-694-2320,https://www.newberry.k12.sc.us/o/wcs,Allison K. Stribble,12,NA
"School District
Of Newberry
County",Newberry 01,3601999,"Boundary Street
Elementary",3601005,E,1406 Boundary Street,Newberry,SC,29108,PK-5,471,803-321-2616,boundarystreet.org,Joy C. Fore,38,NA
"School District
Of Newberry
County",Newberry 01,3601999,"Gallman Elementary
School",3601008,E,255 Hawkins Road,Newberry,SC,29108,PK-5,442,8033212655,https://www.gallmangators.org/,Nikki Hunter,36,NA
"School District
Of Newberry
County",Newberry 01,3601999,"Pomaria-Garmany
Elementary School",3601009,E,7288 U.S. Hwy 176,Pomaria,SC,29126,PK-5,323,803-321-2651,https://www.pomaria-garmany.org/,Lindsey Folk,27,NA
"School District
Of Newberry
County",Newberry 01,3601999,"Little Mountain Elementary
School",3601010,E,692 Mill Street,Little Mountain,SC,29075,PK-5,392,803-945-7721,https://www.newberry.k12.sc.us/o/little-mountain,"Kimberly
Stockman Mack",29,NA
"School District
Of Newberry
County",Newberry 01,3601999,Reuben Elementary,3601015,E,3605 Spearman Road,Newberry,SC,29108,PK-5,135,803-321-2664,https://www.reubenes.org/o/reuben,Michael Stroud,10,NA
"School District
Of Newberry
County",Newberry 01,3601999,"Newberry Elementary
School",3601018,E,"1829 Nance Street
",Newberry,SC,29108,PK-5,427,803-321-2670,https://www.newberryes.org/,Stacy Farr,30,NA
"School District
Of Newberry
County",Newberry 01,3601999,Mid-Carolina Middle School,3601019,M,6794 US Highway 76,Prosperity,SC,29127,6-8,552,803-364-3634,mcmiddle.org,"Deedee
Westwood",47,NA
"School District
Of Newberry
County",Newberry 01,3601999,Newberry Middle,3601020,M,125 O'Neal Street,Newberry,SC,29108,6-8,685,803-321-2640,www.newberrymiddleschool.org,"Kimberly
Shelton-Hamilton",52,NA
"School District
Of Newberry
County",Newberry 01,3601999,"Whitmire Community
School",3601021,E,2597 SC HWY 66,Whitmire,SC,29178,PK-5,240,803-694-2320,https://www.newberry.k12.sc.us/o/wcs,Allison K. Stribble,27,NA
"School District
Of Newberry
County",Newberry 01,3601999,"Prosperity-Rikard
Elementary School",3601022,E,"381 South Wheeler
Ave",Prosperity,SC,29127,PK-5,374,803-364-2321,https://www.prosperity-rikardes.org/o/pre,April B. Peel,29,NA
"School District
Of Oconee
County",Oconee 01,3701999,Seneca Senior High School,3701005,H,100 Bobcat Ridge,Seneca,SC,29678,9-12,996,864-886-4460,"https://sites.google.com/a/g.oconee.k12.sc.us/seneca
-high-school/",Felicia LeRoy,52,NA
"School District
Of Oconee
County",Oconee 01,3701999,Walhalla Middle School,3701006,M,151 Razorback Lane,Wallhalla,SC,29691,6-8,797,864-886-4485,wms.sdoc.org,Scott Dixon,59,NA
"School District
Of Oconee
County",Oconee 01,3701999,Walhalla High School,3701007,H,"4701 North Highway
11",Walhalla,SC,29691,9-12,1151,8648864490,"School Website Address
*
https://sites.google.com/a/g.oconee.k12.sc.us
/walhalla-high-school/",Steve Garrett,60,NA
"School District
Of Oconee
County",Oconee 01,3701999,West-Oak High School,3701008,H,130 Warrior Lane,Westminster,SC,29693,9-12,811,864-886-4530,www.oconee.k12.sc.us/WestOakHS.cfm,"Dr. Brandon T.
Blackwell",48,NA
"School District
Of Oconee
County",Oconee 01,3701999,Keowee Elementary School,3701012,E,"7051 Keowee School
Road",Seneca,SC,29672,PK-5,360,864-886-4475,http://kes.oconee.k12.sc.us/,Joshua Holliday,29,NA
"School District
Of Oconee
County",Oconee 01,3701999,"Northside Elementary
School",3701013,E,"710 N. Townville
Street",Seneca,SC,29678,PK-5,619,8648864445,"https://sites.google.com/a/g.oconee.k12.sc.us
/northside-elementary/",Geoffrey Smith,50,NA
"School District
Of Oconee
County",Oconee 01,3701999,"James M. Brown
Elementary School",3701016,E,225 Coffee Road,Walhalla,SC,29691,PK-5,579,864-718-4200,http://jmb.sdoc.org/,"Ashley S.
Robertson",56,NA
"School District
Of Oconee
County",Oconee 01,3701999,"Ravenel Elementary
School",3701017,E,"150 Ravenel School
Road",Seneca,SC,29678,PK-5,556,864-886-4450,http://www.oconee.k12.sc.us/,Robin R Cox,42,NA
"School District
Of Oconee
County",Oconee 01,3701999,"Tamassee-Salem
Elementary School",3701020,E,9950 N. HWY 11,Tamassee,SC,29686,PK-5,190,864-886-4540,"https://sites.google.com/a/g.oconee.k12.sc.us
/tamassee-salem-elementary/",Bobby Norizsan,22,NA
"School District
Of Oconee
County",Oconee 01,3701999,"Walhalla Elementary
School",3701022,E,508 Fowler Road,West Union,SC,29676,PK-5,594,864-886-4480,http://wae.oconee.k12.sc.us/,Christi Hartsock,46,NA
"School District
Of Oconee
County",Oconee 01,3701999,Westminster Elementary,3701023,E,206 Hamilton Dr,Westminster,SC,29693,PK-5,384,864-886-4520,sdoc.org,Sherrie McAllister,38,NA
"School District
Of Oconee
County",Oconee 01,3701999,Seneca Middle School,3701026,M,"810 West South 4th
Street",Seneca,SC,29678,6-8,859,864-886-4455,www.sms.sdoc.org,Darrell McDowell,59,NA
"School District
Of Oconee
County",Oconee 01,3701999,"Fair-Oak Elementary
School",3701027,E,1964 Oakway Road,Westminster,SC,29693,PK-5,562,864-886-4505,https://sites.google.com/a/g.oconee.k12.sc.us/fair-oak/,"David W.
Thompson",49,NA
"School District
Of Oconee
County",Oconee 01,3701999,"Orchard Park Elementary
School",3701028,E,600 Toccoa Highway,Westminster,SC,29693,PK-5,442,864-718-4300,"https://sites.google.com/a/g.oconee.k12.sc.us/orchard
-park-elementary/home",Josh Wittrock,39,NA
"School District
Of Oconee
County",Oconee 01,3701999,West-Oak Middle School,3701030,M,501 Westminster Hwy,Westminster,SC,29693,6-8,679,864-886-4425,www.sdoc.org,April Gambrell,50,NA
"School District
Of Oconee
County",Oconee 01,3701999,"Blue Ridge Elementary
School",3701031,E,995 South Oak Street,Seneca,SC,29678,PK-5,589,864-886-4550,"https://sites.google.com/a/g.oconee.k12.sc.us/blue
-ridge-elementary/","Stephanie
Hammond",49,NA
"Orangeburg
County School
District",Orangeburg,3809999,"Bethune-Bowman
Middle/High",3809010,H,4857 Charleston Hwy.,Rowesville,SC,29133,6-12,360,803-516-6011,www.ocsdsc.org/BethuneBowmanMH,Lakekia J. Lewis,20,NA
"Orangeburg
County School
District",Orangeburg,3809999,"Bethune-Bowman
Elementary",3809012,E,4857 Charleston Hwy.,Rowesville,SC,29133,PK–5,277,803-533-6371,www.ocsdsc.org/BethuneBowmanES,Lakekia J. Lewis,18,NA
"Orangeburg
County School
District",Orangeburg,3809999,Holly Hill-Roberts Middle,3809018,M,530 Hesseman Ave,Holly Hill,SC,29059,6-8,459,803-496-5197,https://www.ocsdsc.org/,"Robert M. Hemby,
II",31,NA
"Orangeburg
County School
District",Orangeburg,3809999,"Holly Hill Elementary
School",3809019,E,1490 Brant Ave.,Holly Hill,SC,29059,PK–5,367,803-496-3464,https://www.ocsdsc.org/Domain/14,Johnnie Smith Jr.,28,NA
"Orangeburg
County School
District",Orangeburg,3809999,"St. James-Gaillard
Elementary",3809021,E,"1555 Gardensgate
Road
Eutawville,
South Carolina",Eutawville,SC,29048,PK–5,251,(803) 492-7927,https://www.sjges.ocsdsc.org/,Keonia L. Gilliard,15,NA
"Orangeburg
County School
District",Orangeburg,3809999,"Vance-Providence
Elementary",3809022,E,633 Camden Road,Vance,SC,29163,PK–5,216,803-492-7766,www.ocsdsc.org/VanceProvidenceES,LaTonya Durant,15,NA
"Orangeburg
County School
District",Orangeburg,3809999,Edisto High School,3809024,H,500 RM Foster Dr,Cordova,SC,29039,9–12,639,803-536-1553,https://www.ocsdsc.org/EdistoHS,Alexis King,38,NA
"Orangeburg
County School
District",Orangeburg,3809999,"Carver-Edisto Middle
School",3809025,M,"2018 Carver School
Road",Cope,SC,29038,6–8,611,803-534-3554,https://www.ocsdsc.org/CarverEdistoMS,Karen F. James,33,NA
"Orangeburg
County School
District",Orangeburg,3809999,"Robert E. Howard Middle
School",3809027,M,1255 Belleville Road,Orangeburg,SC,29115,6–8,421,803-534-5470,www.ocsdsc.org/HowardMS,"Dr. Sharon F.
Hampton",22,NA
"Orangeburg
County School
District",Orangeburg,3809999,Orangeburg-Wilkinson,3809028,H,601 Bruin Parkway,Orangeburg,SC,29118,9-12,1111,803-534-6180,https://www.ocsdsc.org/Page/69,Rahim El-Amin,50,NA
"Orangeburg
County School
District",Orangeburg,3809999,"Marshall Elementary
School",3809034,E,"1441 Marshall Street
",Orangeburg,SC,29118,PK–5,680,803-534-7865,https://www.ocsdsc.org/Domain/17,Dyisha R. Taylor,35,NA
"Orangeburg
County School
District",Orangeburg,3809999,"Brookdale Elementary
School",3809036,E,394 Brookdale Drive.,Orangeburg,SC,29115,PK–5,280,803-534-5982,https://www.ocsdsc.org/Domain/9,LaTonya L. Nelson,19,NA
"Orangeburg
County School
District",Orangeburg,3809999,"William J. Clark Middle
School",3809037,M,919 Bennett Ave,ORANGEBURG,SC,29115,6–8,716,803-531-2200,https://www.ocsdsc.org/ClarkMS,Donyale Mosley,41,NA
"Orangeburg
County School
District",Orangeburg,3809999,"Sheridan Elementary
School",3809039,E,1139 Hillsboro Road,Orangeburg,SC,29115,PK–5,487,8035347504,https://www.ocsdsc.org/Page/7369,"Sammie L.
Gordon Jr.",28,NA
"Orangeburg
County School
District",Orangeburg,3809999,"Whittaker Elementary
School",3809040,E,"790 Whittaker
Parkway",Orangeburg,SC,29115,PK–5,410,803-534-6559,https://www.wes.ocsdsc.org/,Teresa Jennings,25,NA
"Orangeburg
County School
District",Orangeburg,3809999,North Middle High School,3809042,H,692 Cromer Ave,North,SC,29112,6–12,280,803-247-2541,www.ocsdsc.org/NMH,"Dr. Kuterah L.
Singletary",21,NA
"Orangeburg
County School
District",Orangeburg,3809999,Dover Elementary School,3809044,E,1411 Bedford Avenue,North,SC,29112,PK–5,257,1-803-247-2184,https://www.ocsdsc.org/DoverES,"Sylvia Williams 
",17,NA
"Orangeburg
County School
District",Orangeburg,3809999,"Elloree Elementary/Middle
School",3809047,E,200 Warrior Drive,Elloree,SC,29047,PK–8,415,803-897-2233,NA,"Dr. Casandra H.
Jenkins",32,NA
"Orangeburg
County School
District",Orangeburg,3809999,Lake Marion High School,3809048,H,3656 Tee Vee Road,Santee,SC,29142,9–12,688,8038549213,www.ocsdsc.org,"Dr. Daryl
Brockington",52,NA
"Orangeburg
County School
District",Orangeburg,3809999,Branchville High School,3809049,H,1349 Dorange Road,"Branchville, SC",SC,29432,6–12,319,803-274-8875,https://www.ocsdsc.org/BranchvilleHS,Charles Gregory,23,NA
"Orangeburg
County School
District",Orangeburg,3809999,Lockett Elementary School,3809051,E,1349 Dorange Road,Branchville,SC,29432,PK–5,226,803-274-8588,www.ocsdsc.org/LockettES,Glenda Westbury,17,NA
"Orangeburg
County School
District",Orangeburg,3809999,Edisto Elementary,3809053,E,136 Wood Olive Lane,Orangeburg,SC,29117,3-5,483,803 531 7646,www.ocsdsc.org,Eric L. Brown,28,NA
"Orangeburg
County School
District",Orangeburg,3809999,"Hunter- Kinard- Tyler High
School",3809054,H,"7066 Norway Road
",Neeses,SC,29107,6-12,238,8032634832,https://www.ocsdsc.org/HunterKinardTylerMH,Deneathra Butler,20,NA
"Orangeburg
County School
District",Orangeburg,3809999,"Hunter Kinard Tyler
Elementary School",3809055,E,7066 Norway Rd,Neeses,SC,29107,PK-5,181,(803)263-4441,https://www.ocsdsc.org/HunterKinardTylerES,Gloria D. Jenkins,16,NA
"Orangeburg
County School
District",Orangeburg,3809999,Mellichamp Elementary,3809057,E,350 Murray Road,Orangeburg,SC,29115,3-5,219,803-534-8044,www.ocsdsc.org/MellichampES,"Dr. Elrica C.
Glover",14,NA
"Orangeburg
County School
District",Orangeburg,3809999,"Orangeburg High School
For Health Professions",3809601,H,130 Howard Hill Dr.,Orangeburg,SC,29118,9–12,390,803-535-1693,hshpsc.org,Derwin J. Farr,20,charter
"School District
Of Pickens
County",Pickens 01,3901999,Dacusville Middle School,3901001,M,899 Thomas Mill Road,Easley,SC,29640,6-8,323,864-397-3500,http://dms.pickens.k12.sc.us/,Wanda B. Tharpe,19,NA
"School District
Of Pickens
County",Pickens 01,3901999,Rc Edwards Middle School,3901002,M,"1157 Madden Bridge
Rd",Central,SC,29630,6-8,840,864-397-4200,rce.pickens.k12.sc.us,Jeffrey Duncan,48,NA
"School District
Of Pickens
County",Pickens 01,3901999,D.W. Daniel High,3901003,H,"140 Blue and Gold
Blvd.",Central,SC,29631,9-12,1149,864-397-2900,https://dhs.pickens.k12.sc.us/,Shannon Sharkey,59,NA
"School District
Of Pickens
County",Pickens 01,3901999,"Richard H. Gettys Middle
School",3901004,M,"510 S Pendleton
Street",Easley,SC,29640,6-8,1313,864-397-3900,http://gms.pickens.k12.sc.us/,Dr. Michael Cory,82,NA
"School District
Of Pickens
County",Pickens 01,3901999,Easley High School,3901005,H,154 Green Wave Blvd.,Easley,SC,29642,9-12,1710,864-397-3100,ehs.pickens.k12.sc.us,Gary Culler,84,NA
"School District
Of Pickens
County",Pickens 01,3901999,Liberty High School,3901006,H,124 Red Devil Drive,Liberty,SC,29657,9-12,657,864-397-2600,http://lhs.pickens.k12.sc.us/,Josh Oxendine,38,NA
"School District
Of Pickens
County",Pickens 01,3901999,Pickens Middle School,3901007,M,140 Torch Lane,Pickens,SC,29671,6-8,613,864-397-4100,https://pms.pickens.k12.sc.us/,James King,44,NA
"School District
Of Pickens
County",Pickens 01,3901999,Pickens High School,3901008,H,150 Blue Flame Drive,Pickens,SC,29671,9-12,1272,864-397-3600,phs.pickens.k12.sc.us,Corey Willimon,72,NA
"School District
Of Pickens
County",Pickens 01,3901999,"Central Academy Of The
Arts",3901014,E,608 Johnson Road,Central,SC,29630,PK-5,402,864-397-1400,http://ces.pickens.k12.sc.us/,Tish Goode,29,NA
"School District
Of Pickens
County",Pickens 01,3901999,"Crosswell Elementary
School",3901015,E,161 School Road,EASLEY,SC,29640,PK-5,452,864-397-1600,cwe.pickens.k12.sc.us,Andy Holliday,34,NA
"School District
Of Pickens
County",Pickens 01,3901999,Dacusville Elementary,3901016,E,200 Cherokee Trail,Eaasley,SC,29640,PK-5,521,864-397-2900,https://des.pickens.k12.sc.us/,Travis Chapman,36,NA
"School District
Of Pickens
County",Pickens 01,3901999,"East End Elementary
School",3901017,E,505 East 2nd Avenue,Easley,SC,29640,PK-5,590,864-397-1700,eee.pickens.k12.sc.us,Tammy Day,39,NA
"School District
Of Pickens
County",Pickens 01,3901999,Forest Acres Elementary,3901018,E,401 McAlister Road,Easley,SC,29642,PK-5,720,864-397-1800,fae.pickens.k12.sc.us,"Dr. Ashley
Anderson-Murray",42,NA
"School District
Of Pickens
County",Pickens 01,3901999,Liberty Elementary,3901022,E,251 North Hill Crest St,Liberty,SC,29657,3-5,437,864-397-2100,https://les.pickens.k12.sc.us/,Lowell Haynes,33,NA
"School District
Of Pickens
County",Pickens 01,3901999,"Clemson Elementary
School",3901023,E,581 Berkeley Dr.,Clemson,SC,29631,PK-5,726,864-397-1500,https://cle.pickens.k12.sc.us/,"Michelle D.
Craddock",50,NA
"School District
Of Pickens
County",Pickens 01,3901999,Pickens Elementary,3901025,E,567 Hampton Avenue,pickens,SC,29671,PK-5,505,(864) 397-2300,https://pes.pickens.k12.sc.us/,Donna Harden,36,NA
"School District
Of Pickens
County",Pickens 01,3901999,Six Mile Elementary,3901027,E,777 N. Main St.,Six Mile,SC,29682,PK-5,466,8643972400,http://sme.pickens.k12.sc.us/,Melissa Terry,31,NA
"School District
Of Pickens
County",Pickens 01,3901999,West End Elementary,3901028,E,"West End
Elementary
314
Pelzer Hwy",Easley,SC,29642,PK-5,592,864-397-2500,wes.pickens.k12.sc.us,Angie Rodgers,41,NA
"School District
Of Pickens
County",Pickens 01,3901999,"Mckissick Academy Of
Science And Technology",3901029,E,156 McKissick Rd.,Easley,SC,29640,PK-5,431,864-397-2200,https://mast.pickens.k12.sc.us/,"Heather
Touchberry",30,NA
"School District
Of Pickens
County",Pickens 01,3901999,Liberty Middle School,3901030,M,125 Falcon Lane,Liberty,SC,29657,6-8,516,864-397-3400,https://lms.pickens.k12.sc.us/o/lms,Lisa Cassidy,35,NA
