district_x,school_x,school_id,report_card_type_p_e_m_h_d,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,year,district_y,school_y,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,schoolid,gender_missing,pupils_in_poverty,all_other_races,lat,lon
The School District Of Greenville County,Chandler Creek Elementary School,2301109,E,301 Chandler Road ,Greer,SC,29651,PK-5,909,864-355-2400,https://www.greenville.k12.sc.us/ccreek/,Jane Mills,46.0,2019,The School District Of Greenville County,Chandler Creek Elementary,E,47.8,23.7,59.5,17.2,53.5,,20.6,981.0,487.0,494.0,212.0,474.0,,0.0,723.0,295.0,34.955179650000005,-82.23689809568346
The School District Of Greenville County,Chandler Creek Elementary School,2301109,E,301 Chandler Road ,Greer,SC,29651,PK-5,909,864-355-2400,https://www.greenville.k12.sc.us/ccreek/,Jane Mills,46.0,2021,The School District Of Greenville County,Chandler Creek Elementary School,E,36.0,33.7,40.6,32.7,49.3,,25.4,925.0,458.0,467.0,227.0,392.0,,0.0,734.0,306.0,34.955179650000005,-82.23689809568346
The School District Of Greenville County,Mauldin Middle School,2301110,M,1190 Holland Road,Simpsonville,SC,29681,6-8,989,864-355-6770,https://www.greenville.k12.sc.us/mauldinm/,Karen Greene,45.0,2017,The School District of Greenville County,Mauldin Middle School,M,48.900000000000006,18.2,46.6,20.0,61.900000000000006,18.4,,962.0,481.0,481.0,212.0,616.0,,,,134.0,34.773116,-82.267113
The School District Of Greenville County,Mauldin Middle School,2301110,M,1190 Holland Road,Simpsonville,SC,29681,6-8,989,864-355-6770,https://www.greenville.k12.sc.us/mauldinm/,Karen Greene,45.0,2018,The School District Of Greenville County,Mauldin Middle School,M,49.5,17.9,45.3,22.6,59.4,,18.2,,,,,,,,,,34.773116,-82.267113
The School District Of Greenville County,Mauldin Middle School,2301110,M,1190 Holland Road,Simpsonville,SC,29681,6-8,989,864-355-6770,https://www.greenville.k12.sc.us/mauldinm/,Karen Greene,45.0,2019,The School District Of Greenville County,Mauldin Middle School,M,54.7,17.9,45.8,23.3,59.5,,22.4,1057.0,517.0,540.0,233.0,635.0,,0.0,424.0,189.0,34.773116,-82.267113
The School District Of Greenville County,Mauldin Middle School,2301110,M,1190 Holland Road,Simpsonville,SC,29681,6-8,989,864-355-6770,https://www.greenville.k12.sc.us/mauldinm/,Karen Greene,45.0,2021,The School District Of Greenville County,Mauldin Middle School,M,51.5,24.3,38.6,32.7,57.6,,22.7,998.0,512.0,486.0,263.0,550.0,,0.0,502.0,185.0,34.773116,-82.267113
The School District Of Greenville County,Riverside Middle School,2301111,M,615 Hammett Bridge Road,Greer,SC,29650,6-8,1125,(864) 355-7900,https://www.greenville.k12.sc.us/rms/,Katherine Malone,54.0,2017,The School District of Greenville County,Riverside Middle School,M,59.1,11.4,66.6,8.9,73.1,10.0,,1125.0,547.0,578.0,134.0,736.0,,,,255.0,34.90364205,-82.24847228049072
The School District Of Greenville County,Riverside Middle School,2301111,M,615 Hammett Bridge Road,Greer,SC,29650,6-8,1125,(864) 355-7900,https://www.greenville.k12.sc.us/rms/,Katherine Malone,54.0,2018,The School District Of Greenville County,Riverside Middle School,M,57.4,12.8,68.7,9.8,69.5,,13.3,,,,,,,,,,34.90364205,-82.24847228049072
The School District Of Greenville County,Riverside Middle School,2301111,M,615 Hammett Bridge Road,Greer,SC,29650,6-8,1125,(864) 355-7900,https://www.greenville.k12.sc.us/rms/,Katherine Malone,54.0,2019,The School District Of Greenville County,Riverside Middle School,M,64.6,10.8,69.3,10.1,65.9,,15.2,1127.0,594.0,533.0,118.0,738.0,,0.0,334.0,271.0,34.90364205,-82.24847228049072
The School District Of Greenville County,Riverside Middle School,2301111,M,615 Hammett Bridge Road,Greer,SC,29650,6-8,1125,(864) 355-7900,https://www.greenville.k12.sc.us/rms/,Katherine Malone,54.0,2021,The School District Of Greenville County,Riverside Middle School,M,65.6,11.8,57.3,17.1,62.3,,18.2,1133.0,613.0,520.0,120.0,717.0,,0.0,430.0,296.0,34.90364205,-82.24847228049072
The School District Of Greenville County,Bell's Crossing,2301112,E,804 Scuffletown Rd,804 Scuffletown Rd,SC,29681,K-5,893,8643553800,https://www.grhttps://www.greenville.k12.sc.us/bells/,Christopher Ross,50.0,2017,The School District of Greenville County,Bell's Crossing Elementary School,E,69.3,5.7,75.0,6.6,,,,982.0,469.0,513.0,94.0,772.0,,,,116.0,34.7787433,-82.21469826839416
The School District Of Greenville County,Bell's Crossing,2301112,E,804 Scuffletown Rd,804 Scuffletown Rd,SC,29681,K-5,893,8643553800,https://www.grhttps://www.greenville.k12.sc.us/bells/,Christopher Ross,50.0,2018,The School District Of Greenville County,Bell's Crossing Elementary School,E,71.4,6.5,77.7,6.7,82.4,,6.1,,,,,,,,,,34.7787433,-82.21469826839416
The School District Of Greenville County,Bell's Crossing,2301112,E,804 Scuffletown Rd,804 Scuffletown Rd,SC,29681,K-5,893,8643553800,https://www.grhttps://www.greenville.k12.sc.us/bells/,Christopher Ross,50.0,2019,The School District Of Greenville County,Bell's Crossing Elementary School,E,75.0,6.7,75.4,7.2,80.7,,6.8,1037.0,496.0,541.0,89.0,776.0,,0.0,291.0,172.0,34.7787433,-82.21469826839416
The School District Of Greenville County,Bell's Crossing,2301112,E,804 Scuffletown Rd,804 Scuffletown Rd,SC,29681,K-5,893,8643553800,https://www.grhttps://www.greenville.k12.sc.us/bells/,Christopher Ross,50.0,2021,The School District Of Greenville County,Bell's Crossing,E,64.9,12.3,66.8,13.6,72.6,,9.8,894.0,423.0,471.0,92.0,647.0,,0.0,294.0,155.0,34.7787433,-82.21469826839416
The School District Of Greenville County,Robert E. Cashion Elementary,2301113,E,1500 Fork Shoals Road,Greenville,SC,29605,PK-5,770,864-355-8000,https://www.greenville.k12.sc.us/cashion/,Ryan Streetman,38.0,2017,The School District of Greenville County,Robert E. Cashion Elementary,E,34.4,27.5,36.3,24.9,,,,708.0,328.0,380.0,396.0,199.0,,,,113.0,34.7401913,-82.35317160339545
The School District Of Greenville County,Robert E. Cashion Elementary,2301113,E,1500 Fork Shoals Road,Greenville,SC,29605,PK-5,770,864-355-8000,https://www.greenville.k12.sc.us/cashion/,Ryan Streetman,38.0,2018,The School District Of Greenville County,Robert E. Cashion Elementary,E,41.5,25.8,45.6,21.7,57.9,,10.5,,,,,,,,,,34.7401913,-82.35317160339545
The School District Of Greenville County,Robert E. Cashion Elementary,2301113,E,1500 Fork Shoals Road,Greenville,SC,29605,PK-5,770,864-355-8000,https://www.greenville.k12.sc.us/cashion/,Ryan Streetman,38.0,2019,The School District Of Greenville County,Robert E. Cashion Elementary,E,49.4,23.1,50.0,20.8,64.4,,14.4,704.0,355.0,349.0,351.0,190.0,,0.0,533.0,163.0,34.7401913,-82.35317160339545
The School District Of Greenville County,Robert E. Cashion Elementary,2301113,E,1500 Fork Shoals Road,Greenville,SC,29605,PK-5,770,864-355-8000,https://www.greenville.k12.sc.us/cashion/,Ryan Streetman,38.0,2021,The School District Of Greenville County,Robert E. Cashion Elementary,E,36.8,32.8,39.6,31.8,45.7,,24.1,788.0,384.0,404.0,418.0,201.0,,0.0,659.0,169.0,34.7401913,-82.35317160339545
The School District Of Greenville County,Cherrydale Elementary,2301114,E,302 Perry Road,Greenville,SC,29609,PK-5,626,8643553300,https://www.greenville.k12.sc.us/cherry/,Debra Reid Johnson,36.0,2017,The School District of Greenville County,Cherrydale Elementary School,E,25.700000000000003,40.7,26.9,36.8,,,,646.0,301.0,345.0,250.0,88.0,,,,308.0,34.88379165,-82.41346348874825
The School District Of Greenville County,Cherrydale Elementary,2301114,E,302 Perry Road,Greenville,SC,29609,PK-5,626,8643553300,https://www.greenville.k12.sc.us/cherry/,Debra Reid Johnson,36.0,2018,The School District Of Greenville County,Cherrydale Elementary School,E,26.3,38.0,37.2,33.5,28.1,,36.0,,,,,,,,,,34.88379165,-82.41346348874825
The School District Of Greenville County,Cherrydale Elementary,2301114,E,302 Perry Road,Greenville,SC,29609,PK-5,626,8643553300,https://www.greenville.k12.sc.us/cherry/,Debra Reid Johnson,36.0,2019,The School District Of Greenville County,Cherrydale Elementary School,E,36.6,42.9,44.9,25.1,36.5,,33.0,675.0,333.0,342.0,243.0,78.0,,0.0,622.0,354.0,34.88379165,-82.41346348874825
The School District Of Greenville County,Cherrydale Elementary,2301114,E,302 Perry Road,Greenville,SC,29609,PK-5,626,8643553300,https://www.greenville.k12.sc.us/cherry/,Debra Reid Johnson,36.0,2021,The School District Of Greenville County,Cherrydale Elementary,E,18.8,51.7,28.4,42.8,30.3,,40.4,616.0,296.0,320.0,197.0,52.0,,0.0,573.0,367.0,34.88379165,-82.41346348874825
The School District Of Greenville County,Thomas E. Kerns Elementary School,2301115,E,6650 Frontage Road @ White Horse Road,Greenville,SC,29605,K-5,569,8643551300,https://www.greenville.k12.sc.us/kerns/,Ronda R. Simmons,31.0,2017,The School District of Greenville County,Thomas E. Kerns Elementary,E,24.4,38.8,34.4,32.1,,,,639.0,291.0,348.0,379.0,105.0,,,,155.0,no_result,no_result
The School District Of Greenville County,Thomas E. Kerns Elementary School,2301115,E,6650 Frontage Road @ White Horse Road,Greenville,SC,29605,K-5,569,8643551300,https://www.greenville.k12.sc.us/kerns/,Ronda R. Simmons,31.0,2018,The School District Of Greenville County,Thomas E. Kerns Elementary,E,25.2,44.5,37.5,34.2,25.0,,38.0,,,,,,,,,,no_result,no_result
The School District Of Greenville County,Thomas E. Kerns Elementary School,2301115,E,6650 Frontage Road @ White Horse Road,Greenville,SC,29605,K-5,569,8643551300,https://www.greenville.k12.sc.us/kerns/,Ronda R. Simmons,31.0,2019,The School District Of Greenville County,Thomas E. Kerns Elementary School,E,32.0,38.7,40.4,32.3,38.5,,36.3,640.0,286.0,354.0,361.0,80.0,,0.0,576.0,199.0,no_result,no_result
The School District Of Greenville County,Thomas E. Kerns Elementary School,2301115,E,6650 Frontage Road @ White Horse Road,Greenville,SC,29605,K-5,569,8643551300,https://www.greenville.k12.sc.us/kerns/,Ronda R. Simmons,31.0,2021,The School District Of Greenville County,Thomas E. Kerns Elementary School,E,28.2,45.4,33.7,40.6,28.9,,45.4,566.0,255.0,311.0,306.0,54.0,,0.0,531.0,206.0,no_result,no_result
The School District Of Greenville County,Sterling School,2301116,E,99 John McCarroll Way,Greenville,SC,29607,PK-8,738,864-355-4480,https://www.greenville.k12.sc.us/sterling/,"Josh Patterson, PhD",47.0,2017,The School District of Greenville County,Sterling School,E,67.2,14.4,71.4,14.2,,,,854.0,419.0,435.0,354.0,396.0,,,,104.0,34.835272599999996,-82.3703122
The School District Of Greenville County,Sterling School,2301116,E,99 John McCarroll Way,Greenville,SC,29607,PK-8,738,864-355-4480,https://www.greenville.k12.sc.us/sterling/,"Josh Patterson, PhD",47.0,2017,The School District of Greenville County,Sterling School,M,98.5,-1.0,100.0,-1.0,99.5,-1.0,,854.0,419.0,435.0,354.0,396.0,,,,104.0,34.835272599999996,-82.3703122
The School District Of Greenville County,Sterling School,2301116,E,99 John McCarroll Way,Greenville,SC,29607,PK-8,738,864-355-4480,https://www.greenville.k12.sc.us/sterling/,"Josh Patterson, PhD",47.0,2018,The School District Of Greenville County,Sterling School,E,69.2,16.6,73.3,17.1,72.4,,15.9,,,,,,,,,,34.835272599999996,-82.3703122
The School District Of Greenville County,Sterling School,2301116,E,99 John McCarroll Way,Greenville,SC,29607,PK-8,738,864-355-4480,https://www.greenville.k12.sc.us/sterling/,"Josh Patterson, PhD",47.0,2018,The School District Of Greenville County,Sterling School,M,98.0,,99.0,,99.3,,,,,,,,,,,,34.835272599999996,-82.3703122
The School District Of Greenville County,Sterling School,2301116,E,99 John McCarroll Way,Greenville,SC,29607,PK-8,738,864-355-4480,https://www.greenville.k12.sc.us/sterling/,"Josh Patterson, PhD",47.0,2019,The School District Of Greenville County,Sterling School,E,72.2,14.3,75.9,13.3,74.2,,13.3,793.0,403.0,390.0,263.0,383.0,,0.0,348.0,147.0,34.835272599999996,-82.3703122
The School District Of Greenville County,Sterling School,2301116,E,99 John McCarroll Way,Greenville,SC,29607,PK-8,738,864-355-4480,https://www.greenville.k12.sc.us/sterling/,"Josh Patterson, PhD",47.0,2019,The School District Of Greenville County,Sterling School,M,98.5,,99.5,,100.0,,,793.0,403.0,390.0,263.0,383.0,,0.0,348.0,147.0,34.835272599999996,-82.3703122
The School District Of Greenville County,Sterling School,2301116,E,99 John McCarroll Way,Greenville,SC,29607,PK-8,738,864-355-4480,https://www.greenville.k12.sc.us/sterling/,"Josh Patterson, PhD",47.0,2021,The School District Of Greenville County,Sterling School,E,70.4,17.3,68.8,21.0,76.9,,14.0,730.0,348.0,382.0,228.0,355.0,,0.0,331.0,147.0,34.835272599999996,-82.3703122
The School District Of Greenville County,Sterling School,2301116,E,99 John McCarroll Way,Greenville,SC,29607,PK-8,738,864-355-4480,https://www.greenville.k12.sc.us/sterling/,"Josh Patterson, PhD",47.0,2021,The School District Of Greenville County,Sterling School,M,100.0,,97.1,0.5,100.0,,,730.0,348.0,382.0,228.0,355.0,,0.0,331.0,147.0,34.835272599999996,-82.3703122
The School District Of Greenville County,Rudolph Gordon School At Jones Mill,2301117,E,1507 Scuffletown Road,Simpsonville,SC,29681,PK-8,1526,8644520200,greenville.k12.sc.us/gordon,Jackie Parker,80.0,2017,The School District of Greenville County,Rudolph Gordon Elementary,E,62.7,10.2,59.8,10.0,,,,812.0,400.0,412.0,97.0,633.0,,,,82.0,34.7468197,-82.19257200960854
The School District Of Greenville County,Rudolph Gordon School At Jones Mill,2301117,E,1507 Scuffletown Road,Simpsonville,SC,29681,PK-8,1526,8644520200,greenville.k12.sc.us/gordon,Jackie Parker,80.0,2018,The School District Of Greenville County,Rudolph Gordon Elementary School At Jones Mill,E,66.1,11.7,69.1,10.2,69.0,,8.3,,,,,,,,,,34.7468197,-82.19257200960854
The School District Of Greenville County,Rudolph Gordon School At Jones Mill,2301117,E,1507 Scuffletown Road,Simpsonville,SC,29681,PK-8,1526,8644520200,greenville.k12.sc.us/gordon,Jackie Parker,80.0,2019,The School District Of Greenville County,Rudolph G. Gordon School At Jones Mill,E,67.3,11.9,66.7,12.8,70.5,,12.3,1139.0,563.0,576.0,127.0,874.0,,0.0,370.0,138.0,34.7468197,-82.19257200960854
The School District Of Greenville County,Rudolph Gordon School At Jones Mill,2301117,E,1507 Scuffletown Road,Simpsonville,SC,29681,PK-8,1526,8644520200,greenville.k12.sc.us/gordon,Jackie Parker,80.0,2021,The School District Of Greenville County,Rudolph Gordon School At Jones Mill,E,68.9,12.2,60.7,14.1,71.4,,16.1,1539.0,754.0,785.0,182.0,1148.0,,0.0,585.0,209.0,34.7468197,-82.19257200960854
The School District Of Greenville County,Rudolph Gordon School At Jones Mill,2301117,E,1507 Scuffletown Road,Simpsonville,SC,29681,PK-8,1526,8644520200,greenville.k12.sc.us/gordon,Jackie Parker,80.0,2021,The School District Of Greenville County,Rudolph Gordon School At Jones Mill,M,53.3,19.6,42.3,26.0,48.2,,28.6,1539.0,754.0,785.0,182.0,1148.0,,0.0,585.0,209.0,34.7468197,-82.19257200960854
The School District Of Greenville County,Ralph Chandler Middle,2301118,M,4231 Fork Shoals Road,Simpsonville,SC,29680,6-8,738,864-452-0300,https://www.greenville.k12.sc.us/chandler/,Jeffrey Karl Jenkins,35.0,2017,The School District of Greenville County,Ralph Chandler Middle School,M,47.5,20.1,47.7,19.9,59.8,17.7,,712.0,372.0,340.0,94.0,552.0,,,,66.0,34.63915095,-82.30048489337165
The School District Of Greenville County,Ralph Chandler Middle,2301118,M,4231 Fork Shoals Road,Simpsonville,SC,29680,6-8,738,864-452-0300,https://www.greenville.k12.sc.us/chandler/,Jeffrey Karl Jenkins,35.0,2018,The School District Of Greenville County,Ralph Chandler Middle School,M,47.1,23.0,46.9,25.3,65.2,,15.8,,,,,,,,,,34.63915095,-82.30048489337165
The School District Of Greenville County,Ralph Chandler Middle,2301118,M,4231 Fork Shoals Road,Simpsonville,SC,29680,6-8,738,864-452-0300,https://www.greenville.k12.sc.us/chandler/,Jeffrey Karl Jenkins,35.0,2019,The School District Of Greenville County,Ralph Chandler Middle School,M,52.2,21.7,47.4,23.4,64.3,,16.1,752.0,389.0,363.0,87.0,576.0,,0.0,315.0,89.0,34.63915095,-82.30048489337165
The School District Of Greenville County,Ralph Chandler Middle,2301118,M,4231 Fork Shoals Road,Simpsonville,SC,29680,6-8,738,864-452-0300,https://www.greenville.k12.sc.us/chandler/,Jeffrey Karl Jenkins,35.0,2021,The School District Of Greenville County,Ralph Chandler Middle,M,52.9,19.0,37.6,30.9,52.1,,28.8,741.0,367.0,374.0,82.0,551.0,,0.0,360.0,108.0,34.63915095,-82.30048489337165
The School District Of Greenville County,A.J. .Whittenberg Elementary School Of Engineering,2301119,E,420 Westfield Street,420 westfield street,SC,29601,PK-5,485,8644520500,https://www.greenville.k12,Dr. Susan L. Stevens,23.0,2017,The School District of Greenville County,A.J. Whittenberg Elementary School of Engineering,E,50.4,17.5,59.2,13.1,,,,546.0,250.0,296.0,325.0,159.0,,,,62.0,no_result,no_result
The School District Of Greenville County,A.J. .Whittenberg Elementary School Of Engineering,2301119,E,420 Westfield Street,420 westfield street,SC,29601,PK-5,485,8644520500,https://www.greenville.k12,Dr. Susan L. Stevens,23.0,2018,The School District Of Greenville County,A.J. Whittenberg Elementary School Of Engineering,E,51.2,18.8,60.8,15.6,50.6,,17.6,,,,,,,,,,no_result,no_result
The School District Of Greenville County,A.J. .Whittenberg Elementary School Of Engineering,2301119,E,420 Westfield Street,420 westfield street,SC,29601,PK-5,485,8644520500,https://www.greenville.k12,Dr. Susan L. Stevens,23.0,2019,The School District Of Greenville County,A.J. Whittenberg Elementary School Of Engineering,E,63.7,16.7,66.1,13.1,72.0,,8.0,548.0,241.0,307.0,291.0,151.0,,0.0,356.0,106.0,no_result,no_result
The School District Of Greenville County,A.J. .Whittenberg Elementary School Of Engineering,2301119,E,420 Westfield Street,420 westfield street,SC,29601,PK-5,485,8644520500,https://www.greenville.k12,Dr. Susan L. Stevens,23.0,2021,The School District Of Greenville County,A.J. .Whittenberg Elementary School Of Engineering,E,57.6,18.7,54.8,19.6,70.9,,16.4,483.0,219.0,264.0,246.0,130.0,,0.0,337.0,107.0,no_result,no_result
The School District Of Greenville County,Monarch,2301120,E,224 Five Forks Rd,Simpsonville,SC,29681,PK-5,814,864-452-0600,https://www.greenville.k12.sc.us/monarch/,Vaughan Overman,43.0,2017,The School District of Greenville County,Monarch Elementary,E,80.7,4.0,76.9,6.4,,,,882.0,449.0,433.0,74.0,674.0,,,,134.0,34.79999615,-82.24077364171865
The School District Of Greenville County,Monarch,2301120,E,224 Five Forks Rd,Simpsonville,SC,29681,PK-5,814,864-452-0600,https://www.greenville.k12.sc.us/monarch/,Vaughan Overman,43.0,2018,The School District Of Greenville County,Monarch Elementary,E,75.0,5.2,84.3,5.4,84.6,,3.8,,,,,,,,,,34.79999615,-82.24077364171865
The School District Of Greenville County,Monarch,2301120,E,224 Five Forks Rd,Simpsonville,SC,29681,PK-5,814,864-452-0600,https://www.greenville.k12.sc.us/monarch/,Vaughan Overman,43.0,2019,The School District Of Greenville County,Monarch Elementary School,E,81.8,6.7,83.2,7.1,81.5,,7.0,960.0,478.0,482.0,74.0,682.0,,0.0,244.0,204.0,34.79999615,-82.24077364171865
